WhoAmI,Longitude,Latitude,ElevationMeters,ICAO,WMO,Region,Country2
-130.00_58.00,-130,58,1190.5292,,0,BC,CA
-130.00_57.75,-130,57.75,1345.9941,,0,BC,CA
-130.00_57.50,-130,57.5,1454.7892,,0,BC,CA
-130.00_57.25,-130,57.25,1429.7412,,0,BC,CA
-130.00_57.00,-130,57,1277.6261,,0,BC,CA
-130.00_56.75,-130,56.75,1197.6096,,0,BC,CA
-130.00_56.50,-130,56.5,1251.0554,,0,BC,CA
-130.00_56.25,-130,56.25,1233.9253,,0,BC,CA
-130.00_56.00,-130,56,1123.2269,,0,BC,CA
-130.00_55.75,-130,55.75,913.4025,,0,BC,CA
-130.00_55.50,-130,55.5,685.5343,,0,BC,CA
-130.00_55.25,-130,55.25,566.0805,,0,BC,CA
-130.00_55.00,-130,55,544.83936,,0,,
-130.00_54.75,-130,54.75,536.693,,0,BC,CA
-130.00_54.50,-130,54.5,471.6749,,0,,
-130.00_54.25,-130,54.25,379.47684,,0,BC,CA
-130.00_54.00,-130,54,301.13535,,0,BC,CA
-130.00_53.75,-130,53.75,229.03682,,0,BC,CA
-130.00_53.50,-130,53.5,130.8242,,0,BC,CA
-130.00_53.25,-130,53.25,34.74364,,0,BC,CA
-130.00_53.00,-130,53,2.0061722,,0,,
-130.00_52.75,-130,52.75,-0.27783284,,0,,
-130.00_52.50,-130,52.5,-0.50627315,,0,,
-130.00_52.25,-130,52.25,-2.1812367,,0,,
-130.00_52.00,-130,52,-1.0392342,,0,,
-130.00_51.75,-130,51.75,-1.0392342,,0,,
-130.00_51.50,-130,51.5,2.1583328,,0,,
-130.00_51.25,-130,51.25,2.691294,,0,,
-130.00_51.00,-130,51,-1.1915941,,0,,
-130.00_50.75,-130,50.75,0.17884865,,0,,
-130.00_50.50,-130,50.5,0.6357293,,0,,
-130.00_50.25,-130,50.25,2.9197342,,0,,
-130.00_50.00,-130,50,1.7014523,,0,,
-130.00_49.75,-130,49.75,-1.0392342,,0,,
-130.00_49.50,-130,49.5,-0.50627315,,0,,
-130.00_49.25,-130,49.25,2.7673743,,0,,
-130.00_49.00,-130,49,2.4628537,,0,,
-130.00_48.75,-130,48.75,1.0924108,,0,,
-130.00_48.50,-130,48.5,-0.7347135,,0,,
-130.00_48.25,-130,48.25,-0.6586331,,0,,
-130.00_48.00,-130,48,-1.4200345,,0,,
-130.00_47.75,-130,47.75,0.48336938,,0,,
-130.00_47.50,-130,47.5,0.86416966,,0,,
-130.00_47.25,-130,47.25,-0.43019277,,0,,
-130.00_47.00,-130,47,-0.6586331,,0,,
-130.00_46.75,-130,46.75,-0.6586331,,0,,
-130.00_46.50,-130,46.5,0.7878901,,0,,
-130.00_46.25,-130,46.25,1.1686903,,0,,
-130.00_46.00,-130,46,-2.1812367,,0,,
-130.00_45.75,-130,45.75,-0.6586331,,0,,
-130.00_45.50,-130,45.5,0.48336938,,0,,
-130.00_45.25,-130,45.25,0.17884865,,0,,
-130.00_45.00,-130,45,-1.0392342,,0,,
-130.00_44.75,-130,44.75,-1.7245551,,0,,
-130.00_44.50,-130,44.5,0.026687885,,0,,
-130.00_44.25,-130,44.25,0.7878901,,0,,
-130.00_44.00,-130,44,0.48336938,,0,,
-130.00_43.75,-130,43.75,0.25492904,,0,,
-130.00_43.50,-130,43.5,1.0163304,,0,,
-130.00_43.25,-130,43.25,-0.20175244,,0,,
-130.00_43.00,-130,43,-0.12567206,,0,,
-130.00_42.75,-130,42.75,0.48336938,,0,,
-130.00_42.50,-130,42.5,-0.20175244,,0,,
-130.00_42.25,-130,42.25,0.86416966,,0,,
-130.00_42.00,-130,42,0.48336938,,0,,
-130.00_41.75,-130,41.75,1.0924108,,0,,
-130.00_41.50,-130,41.5,0.5594498,,0,,
-130.00_41.25,-130,41.25,0.94025004,,0,,
-130.00_41.00,-130,41,-0.7347135,,0,,
-130.00_40.75,-130,40.75,-0.8107939,,0,,
-130.00_40.50,-130,40.5,0.3312086,,0,,
-130.00_40.25,-130,40.25,0.7118097,,0,,
-130.00_40.00,-130,40,0.5594498,,0,,
-130.00_39.75,-130,39.75,0.5594498,,0,,
-130.00_39.50,-130,39.5,-0.20175244,,0,,
-130.00_39.25,-130,39.25,0.6357293,,0,,
-130.00_39.00,-130,39,-0.12567206,,0,,
-130.00_38.75,-130,38.75,0.10276827,,0,,
-130.00_38.50,-130,38.5,-0.049591668,,0,,
-130.00_38.25,-130,38.25,-0.20175244,,0,,
-130.00_38.00,-130,38,0.026687885,,0,,
-130.00_37.75,-130,37.75,-0.20175244,,0,,
-130.00_37.50,-130,37.5,-0.12567206,,0,,
-130.00_37.25,-130,37.25,-1.7245551,,0,,
-130.00_37.00,-130,37,-0.3541124,,0,,
-130.00_36.75,-130,36.75,0.3312086,,0,,
-130.00_36.50,-130,36.5,1.0924108,,0,,
-130.00_36.25,-130,36.25,0.86416966,,0,,
-130.00_36.00,-130,36,0.86416966,,0,,
-130.00_35.75,-130,35.75,1.3208511,,0,,
-130.00_35.50,-130,35.5,0.10276827,,0,,
-130.00_35.25,-130,35.25,-0.58255273,,0,,
-130.00_35.00,-130,35,-0.43019277,,0,,
-130.00_34.75,-130,34.75,-0.6586331,,0,,
-130.00_34.50,-130,34.5,-0.20175244,,0,,
-130.00_34.25,-130,34.25,-0.20175244,,0,,
-130.00_34.00,-130,34,-0.43019277,,0,,
-130.00_33.75,-130,33.75,-0.12567206,,0,,
-130.00_33.50,-130,33.5,-0.12567206,,0,,
-130.00_33.25,-130,33.25,0.026687885,,0,,
-130.00_33.00,-130,33,0.10276827,,0,,
-130.00_32.75,-130,32.75,-0.96315384,,0,,
-130.00_32.50,-130,32.5,-0.12567206,,0,,
-130.00_32.25,-130,32.25,-0.3541124,,0,,
-130.00_32.00,-130,32,-0.43019277,,0,,
-130.00_31.75,-130,31.75,-0.43019277,,0,,
-130.00_31.50,-130,31.5,0.3312086,,0,,
-130.00_31.25,-130,31.25,0.6357293,,0,,
-130.00_31.00,-130,31,-0.8107939,,0,,
-130.00_30.75,-130,30.75,-0.049591668,,0,,
-130.00_30.50,-130,30.5,-0.58255273,,0,,
-130.00_30.25,-130,30.25,-0.049591668,,0,,
-130.00_30.00,-130,30,-0.58255273,,0,,
-130.00_29.75,-130,29.75,-0.3541124,,0,,
-130.00_29.50,-130,29.5,0.25492904,,0,,
-130.00_29.25,-130,29.25,0.25492904,,0,,
-130.00_29.00,-130,29,0.10276827,,0,,
-130.00_28.75,-130,28.75,0.25492904,,0,,
-130.00_28.50,-130,28.5,-0.3541124,,0,,
-130.00_28.25,-130,28.25,0.86416966,,0,,
-130.00_28.00,-130,28,-0.6586331,,0,,
-130.00_27.75,-130,27.75,-0.12567206,,0,,
-130.00_27.50,-130,27.5,0.3312086,,0,,
-130.00_27.25,-130,27.25,-0.20175244,,0,,
-130.00_27.00,-130,27,-0.049591668,,0,,
-130.00_26.75,-130,26.75,0.026687885,,0,,
-130.00_26.50,-130,26.5,-0.27783284,,0,,
-130.00_26.25,-130,26.25,-0.58255273,,0,,
-130.00_26.00,-130,26,0.5594498,,0,,
-130.00_25.75,-130,25.75,-0.27783284,,0,,
-130.00_25.50,-130,25.5,0.026687885,,0,,
-130.00_25.25,-130,25.25,0.48336938,,0,,
-130.00_25.00,-130,25,0.026687885,,0,,
-130.00_24.75,-130,24.75,0.17884865,,0,,
-130.00_24.50,-130,24.5,0.407289,,0,,
-130.00_24.25,-130,24.25,-0.12567206,,0,,
-130.00_24.00,-130,24,-0.43019277,,0,,
-129.75_58.00,-129.75,58,1252.6542,,0,BC,CA
-129.75_57.75,-129.75,57.75,1339.1421,,0,BC,CA
-129.75_57.50,-129.75,57.5,1468.2649,,0,BC,CA
-129.75_57.25,-129.75,57.25,1494.2264,,0,BC,CA
-129.75_57.00,-129.75,57,1350.8667,,0,BC,CA
-129.75_56.75,-129.75,56.75,1273.8955,,0,BC,CA
-129.75_56.50,-129.75,56.5,1193.6506,,0,BC,CA
-129.75_56.25,-129.75,56.25,1167.6891,,0,BC,CA
-129.75_56.00,-129.75,56,1150.559,,0,BC,CA
-129.75_55.75,-129.75,55.75,996.46436,,0,BC,CA
-129.75_55.50,-129.75,55.5,730.301,,0,BC,CA
-129.75_55.25,-129.75,55.25,630.9466,,0,BC,CA
-129.75_55.00,-129.75,55,654.92865,,0,BC,CA
-129.75_54.75,-129.75,54.75,776.5903,,0,BC,CA
-129.75_54.50,-129.75,54.5,713.0948,,0,BC,CA
-129.75_54.25,-129.75,54.25,588.8445,,0,BC,CA
-129.75_54.00,-129.75,54,518.57306,,0,BC,CA
-129.75_53.75,-129.75,53.75,385.03467,,0,BC,CA
-129.75_53.50,-129.75,53.5,200.56284,,0,BC,CA
-129.75_53.25,-129.75,53.25,52.787243,,0,,
-129.75_53.00,-129.75,53,17.080645,,0,,
-129.75_52.75,-129.75,52.75,2.0822525,,0,,
-129.75_52.50,-129.75,52.5,-0.8107939,,0,,
-129.75_52.25,-129.75,52.25,2.9958146,,0,,
-129.75_52.00,-129.75,52,3.5287757,,0,,
-129.75_51.75,-129.75,51.75,-1.1915941,,0,,
-129.75_51.50,-129.75,51.5,0.10276827,,0,,
-129.75_51.25,-129.75,51.25,-0.6586331,,0,,
-129.75_51.00,-129.75,51,-1.8006356,,0,,
-129.75_50.75,-129.75,50.75,0.48336938,,0,,
-129.75_50.50,-129.75,50.5,-2.1812367,,0,,
-129.75_50.25,-129.75,50.25,-0.96315384,,0,,
-129.75_50.00,-129.75,50,2.8434546,,0,,
-129.75_49.75,-129.75,49.75,0.48336938,,0,,
-129.75_49.50,-129.75,49.5,-1.5721953,,0,,
-129.75_49.25,-129.75,49.25,-0.8107939,,0,,
-129.75_49.00,-129.75,49,-0.27783284,,0,,
-129.75_48.75,-129.75,48.75,-0.50627315,,0,,
-129.75_48.50,-129.75,48.5,0.407289,,0,,
-129.75_48.25,-129.75,48.25,0.7878901,,0,,
-129.75_48.00,-129.75,48,-0.3541124,,0,,
-129.75_47.75,-129.75,47.75,0.25492904,,0,,
-129.75_47.50,-129.75,47.5,1.1686903,,0,,
-129.75_47.25,-129.75,47.25,0.7118097,,0,,
-129.75_47.00,-129.75,47,0.17884865,,0,,
-129.75_46.75,-129.75,46.75,0.7118097,,0,,
-129.75_46.50,-129.75,46.5,-2.409677,,0,,
-129.75_46.25,-129.75,46.25,2.3106928,,0,,
-129.75_46.00,-129.75,46,1.8538122,,0,,
-129.75_45.75,-129.75,45.75,1.3208511,,0,,
-129.75_45.50,-129.75,45.5,0.407289,,0,,
-129.75_45.25,-129.75,45.25,0.48336938,,0,,
-129.75_45.00,-129.75,45,2.0822525,,0,,
-129.75_44.75,-129.75,44.75,2.691294,,0,,
-129.75_44.50,-129.75,44.5,-0.50627315,,0,,
-129.75_44.25,-129.75,44.25,-1.5721953,,0,,
-129.75_44.00,-129.75,44,-1.6482756,,0,,
-129.75_43.75,-129.75,43.75,-2.7902782,,0,,
-129.75_43.50,-129.75,43.5,-0.7347135,,0,,
-129.75_43.25,-129.75,43.25,-0.58255273,,0,,
-129.75_43.00,-129.75,43,-0.8107939,,0,,
-129.75_42.75,-129.75,42.75,-0.3541124,,0,,
-129.75_42.50,-129.75,42.5,-0.43019277,,0,,
-129.75_42.25,-129.75,42.25,-0.27783284,,0,,
-129.75_42.00,-129.75,42,-0.58255273,,0,,
-129.75_41.75,-129.75,41.75,0.10276827,,0,,
-129.75_41.50,-129.75,41.5,-0.27783284,,0,,
-129.75_41.25,-129.75,41.25,0.026687885,,0,,
-129.75_41.00,-129.75,41,-0.7347135,,0,,
-129.75_40.75,-129.75,40.75,-0.6586331,,0,,
-129.75_40.50,-129.75,40.5,0.3312086,,0,,
-129.75_40.25,-129.75,40.25,0.026687885,,0,,
-129.75_40.00,-129.75,40,-0.6586331,,0,,
-129.75_39.75,-129.75,39.75,-0.50627315,,0,,
-129.75_39.50,-129.75,39.5,-1.1153146,,0,,
-129.75_39.25,-129.75,39.25,0.5594498,,0,,
-129.75_39.00,-129.75,39,-0.50627315,,0,,
-129.75_38.75,-129.75,38.75,-0.7347135,,0,,
-129.75_38.50,-129.75,38.5,-0.20175244,,0,,
-129.75_38.25,-129.75,38.25,0.25492904,,0,,
-129.75_38.00,-129.75,38,0.25492904,,0,,
-129.75_37.75,-129.75,37.75,0.026687885,,0,,
-129.75_37.50,-129.75,37.5,0.5594498,,0,,
-129.75_37.25,-129.75,37.25,0.48336938,,0,,
-129.75_37.00,-129.75,37,-0.7347135,,0,,
-129.75_36.75,-129.75,36.75,-0.43019277,,0,,
-129.75_36.50,-129.75,36.5,-0.43019277,,0,,
-129.75_36.25,-129.75,36.25,-0.3541124,,0,,
-129.75_36.00,-129.75,36,-0.8870734,,0,,
-129.75_35.75,-129.75,35.75,-1.3437549,,0,,
-129.75_35.50,-129.75,35.5,0.17884865,,0,,
-129.75_35.25,-129.75,35.25,-0.20175244,,0,,
-129.75_35.00,-129.75,35,0.6357293,,0,,
-129.75_34.75,-129.75,34.75,0.026687885,,0,,
-129.75_34.50,-129.75,34.5,0.10276827,,0,,
-129.75_34.25,-129.75,34.25,0.10276827,,0,,
-129.75_34.00,-129.75,34,0.25492904,,0,,
-129.75_33.75,-129.75,33.75,0.48336938,,0,,
-129.75_33.50,-129.75,33.5,-0.27783284,,0,,
-129.75_33.25,-129.75,33.25,-0.20175244,,0,,
-129.75_33.00,-129.75,33,0.407289,,0,,
-129.75_32.75,-129.75,32.75,-0.12567206,,0,,
-129.75_32.50,-129.75,32.5,0.3312086,,0,,
-129.75_32.25,-129.75,32.25,-0.50627315,,0,,
-129.75_32.00,-129.75,32,-0.049591668,,0,,
-129.75_31.75,-129.75,31.75,-0.43019277,,0,,
-129.75_31.50,-129.75,31.5,0.3312086,,0,,
-129.75_31.25,-129.75,31.25,0.7118097,,0,,
-129.75_31.00,-129.75,31,0.026687885,,0,,
-129.75_30.75,-129.75,30.75,0.3312086,,0,,
-129.75_30.50,-129.75,30.5,-0.43019277,,0,,
-129.75_30.25,-129.75,30.25,0.407289,,0,,
-129.75_30.00,-129.75,30,0.17884865,,0,,
-129.75_29.75,-129.75,29.75,-0.27783284,,0,,
-129.75_29.50,-129.75,29.5,0.10276827,,0,,
-129.75_29.25,-129.75,29.25,0.026687885,,0,,
-129.75_29.00,-129.75,29,-0.27783284,,0,,
-129.75_28.75,-129.75,28.75,0.026687885,,0,,
-129.75_28.50,-129.75,28.5,-0.12567206,,0,,
-129.75_28.25,-129.75,28.25,0.026687885,,0,,
-129.75_28.00,-129.75,28,0.48336938,,0,,
-129.75_27.75,-129.75,27.75,-0.12567206,,0,,
-129.75_27.50,-129.75,27.5,-0.049591668,,0,,
-129.75_27.25,-129.75,27.25,0.17884865,,0,,
-129.75_27.00,-129.75,27,0.25492904,,0,,
-129.75_26.75,-129.75,26.75,0.25492904,,0,,
-129.75_26.50,-129.75,26.5,0.25492904,,0,,
-129.75_26.25,-129.75,26.25,-0.43019277,,0,,
-129.75_26.00,-129.75,26,0.026687885,,0,,
-129.75_25.75,-129.75,25.75,-0.12567206,,0,,
-129.75_25.50,-129.75,25.5,-0.20175244,,0,,
-129.75_25.25,-129.75,25.25,0.10276827,,0,,
-129.75_25.00,-129.75,25,0.10276827,,0,,
-129.75_24.75,-129.75,24.75,0.25492904,,0,,
-129.75_24.50,-129.75,24.5,0.25492904,,0,,
-129.75_24.25,-129.75,24.25,0.10276827,,0,,
-129.75_24.00,-129.75,24,-0.3541124,,0,,
-129.50_58.00,-129.5,58,1336.0206,,0,BC,CA
-129.50_57.75,-129.5,57.75,1332.3662,,0,BC,CA
-129.50_57.50,-129.5,57.5,1486.7654,,0,BC,CA
-129.50_57.25,-129.5,57.25,1539.2976,,0,BC,CA
-129.50_57.00,-129.5,57,1439.6387,,0,BC,CA
-129.50_56.75,-129.5,56.75,1291.0256,,0,BC,CA
-129.50_56.50,-129.5,56.5,1198.447,,0,BC,CA
-129.50_56.25,-129.5,56.25,1095.1337,,0,BC,CA
-129.50_56.00,-129.5,56,1077.5468,,0,BC,CA
-129.50_55.75,-129.5,55.75,1000.27106,,0,BC,CA
-129.50_55.50,-129.5,55.5,753.14105,,0,BC,CA
-129.50_55.25,-129.5,55.25,759.38403,,0,BC,CA
-129.50_55.00,-129.5,55,855.3886,,0,BC,CA
-129.50_54.75,-129.5,54.75,973.24365,,0,BC,CA
-129.50_54.50,-129.5,54.5,890.1056,,0,BC,CA
-129.50_54.25,-129.5,54.25,756.0341,,0,BC,CA
-129.50_54.00,-129.5,54,622.6479,,0,BC,CA
-129.50_53.75,-129.5,53.75,489.7185,,0,BC,CA
-129.50_53.50,-129.5,53.5,241.97945,,0,BC,CA
-129.50_53.25,-129.5,53.25,82.02262,,0,,
-129.50_53.00,-129.5,53,43.346703,,0,,
-129.50_52.75,-129.5,52.75,17.537327,,0,,
-129.50_52.50,-129.5,52.5,-4.6176014,,0,,
-129.50_52.25,-129.5,52.25,-3.2471588,,0,,
-129.50_52.00,-129.5,52,-0.58255273,,0,,
-129.50_51.75,-129.5,51.75,1.6253718,,0,,
-129.50_51.50,-129.5,51.5,-0.6586331,,0,,
-129.50_51.25,-129.5,51.25,-1.9527963,,0,,
-129.50_51.00,-129.5,51,-0.8107939,,0,,
-129.50_50.75,-129.5,50.75,0.6357293,,0,,
-129.50_50.50,-129.5,50.5,-2.9426382,,0,,
-129.50_50.25,-129.5,50.25,-2.7141976,,0,,
-129.50_50.00,-129.5,50,1.0924108,,0,,
-129.50_49.75,-129.5,49.75,2.0822525,,0,,
-129.50_49.50,-129.5,49.5,0.026687885,,0,,
-129.50_49.25,-129.5,49.25,-1.9527963,,0,,
-129.50_49.00,-129.5,49,-1.4961149,,0,,
-129.50_48.75,-129.5,48.75,-0.8870734,,0,,
-129.50_48.50,-129.5,48.5,0.86416966,,0,,
-129.50_48.25,-129.5,48.25,0.17884865,,0,,
-129.50_48.00,-129.5,48,-1.0392342,,0,,
-129.50_47.75,-129.5,47.75,-1.0392342,,0,,
-129.50_47.50,-129.5,47.5,-0.20175244,,0,,
-129.50_47.25,-129.5,47.25,0.10276827,,0,,
-129.50_47.00,-129.5,47,-0.43019277,,0,,
-129.50_46.75,-129.5,46.75,1.7014523,,0,,
-129.50_46.50,-129.5,46.5,-1.8006356,,0,,
-129.50_46.25,-129.5,46.25,-0.50627315,,0,,
-129.50_46.00,-129.5,46,0.3312086,,0,,
-129.50_45.75,-129.5,45.75,-0.50627315,,0,,
-129.50_45.50,-129.5,45.5,-0.049591668,,0,,
-129.50_45.25,-129.5,45.25,-0.12567206,,0,,
-129.50_45.00,-129.5,45,-1.2676746,,0,,
-129.50_44.75,-129.5,44.75,-1.9527963,,0,,
-129.50_44.50,-129.5,44.5,0.026687885,,0,,
-129.50_44.25,-129.5,44.25,-0.12567206,,0,,
-129.50_44.00,-129.5,44,1.3969315,,0,,
-129.50_43.75,-129.5,43.75,0.86416966,,0,,
-129.50_43.50,-129.5,43.5,0.86416966,,0,,
-129.50_43.25,-129.5,43.25,0.7878901,,0,,
-129.50_43.00,-129.5,43,0.407289,,0,,
-129.50_42.75,-129.5,42.75,-0.12567206,,0,,
-129.50_42.50,-129.5,42.5,0.026687885,,0,,
-129.50_42.25,-129.5,42.25,-0.3541124,,0,,
-129.50_42.00,-129.5,42,-0.50627315,,0,,
-129.50_41.75,-129.5,41.75,-0.3541124,,0,,
-129.50_41.50,-129.5,41.5,-0.27783284,,0,,
-129.50_41.25,-129.5,41.25,0.026687885,,0,,
-129.50_41.00,-129.5,41,0.407289,,0,,
-129.50_40.75,-129.5,40.75,0.48336938,,0,,
-129.50_40.50,-129.5,40.5,0.026687885,,0,,
-129.50_40.25,-129.5,40.25,-0.27783284,,0,,
-129.50_40.00,-129.5,40,-0.6586331,,0,,
-129.50_39.75,-129.5,39.75,0.86416966,,0,,
-129.50_39.50,-129.5,39.5,-0.12567206,,0,,
-129.50_39.25,-129.5,39.25,0.10276827,,0,,
-129.50_39.00,-129.5,39,0.86416966,,0,,
-129.50_38.75,-129.5,38.75,0.48336938,,0,,
-129.50_38.50,-129.5,38.5,-0.3541124,,0,,
-129.50_38.25,-129.5,38.25,-0.12567206,,0,,
-129.50_38.00,-129.5,38,0.10276827,,0,,
-129.50_37.75,-129.5,37.75,0.10276827,,0,,
-129.50_37.50,-129.5,37.5,-0.3541124,,0,,
-129.50_37.25,-129.5,37.25,0.5594498,,0,,
-129.50_37.00,-129.5,37,-0.12567206,,0,,
-129.50_36.75,-129.5,36.75,0.48336938,,0,,
-129.50_36.50,-129.5,36.5,0.10276827,,0,,
-129.50_36.25,-129.5,36.25,0.5594498,,0,,
-129.50_36.00,-129.5,36,0.10276827,,0,,
-129.50_35.75,-129.5,35.75,-0.6586331,,0,,
-129.50_35.50,-129.5,35.5,0.48336938,,0,,
-129.50_35.25,-129.5,35.25,-0.3541124,,0,,
-129.50_35.00,-129.5,35,0.10276827,,0,,
-129.50_34.75,-129.5,34.75,-0.12567206,,0,,
-129.50_34.50,-129.5,34.5,-0.12567206,,0,,
-129.50_34.25,-129.5,34.25,0.5594498,,0,,
-129.50_34.00,-129.5,34,0.17884865,,0,,
-129.50_33.75,-129.5,33.75,0.86416966,,0,,
-129.50_33.50,-129.5,33.5,-0.12567206,,0,,
-129.50_33.25,-129.5,33.25,-0.58255273,,0,,
-129.50_33.00,-129.5,33,0.25492904,,0,,
-129.50_32.75,-129.5,32.75,0.25492904,,0,,
-129.50_32.50,-129.5,32.5,0.7118097,,0,,
-129.50_32.25,-129.5,32.25,-0.3541124,,0,,
-129.50_32.00,-129.5,32,-0.049591668,,0,,
-129.50_31.75,-129.5,31.75,-0.43019277,,0,,
-129.50_31.50,-129.5,31.5,-0.049591668,,0,,
-129.50_31.25,-129.5,31.25,0.10276827,,0,,
-129.50_31.00,-129.5,31,0.026687885,,0,,
-129.50_30.75,-129.5,30.75,0.3312086,,0,,
-129.50_30.50,-129.5,30.5,0.026687885,,0,,
-129.50_30.25,-129.5,30.25,-0.20175244,,0,,
-129.50_30.00,-129.5,30,0.25492904,,0,,
-129.50_29.75,-129.5,29.75,-0.049591668,,0,,
-129.50_29.50,-129.5,29.5,-0.50627315,,0,,
-129.50_29.25,-129.5,29.25,-0.6586331,,0,,
-129.50_29.00,-129.5,29,-0.12567206,,0,,
-129.50_28.75,-129.5,28.75,-0.12567206,,0,,
-129.50_28.50,-129.5,28.5,0.25492904,,0,,
-129.50_28.25,-129.5,28.25,-0.6586331,,0,,
-129.50_28.00,-129.5,28,0.25492904,,0,,
-129.50_27.75,-129.5,27.75,0.10276827,,0,,
-129.50_27.50,-129.5,27.5,-0.049591668,,0,,
-129.50_27.25,-129.5,27.25,0.17884865,,0,,
-129.50_27.00,-129.5,27,0.3312086,,0,,
-129.50_26.75,-129.5,26.75,0.17884865,,0,,
-129.50_26.50,-129.5,26.5,0.6357293,,0,,
-129.50_26.25,-129.5,26.25,0.25492904,,0,,
-129.50_26.00,-129.5,26,-0.3541124,,0,,
-129.50_25.75,-129.5,25.75,0.10276827,,0,,
-129.50_25.50,-129.5,25.5,0.026687885,,0,,
-129.50_25.25,-129.5,25.25,-0.20175244,,0,,
-129.50_25.00,-129.5,25,-0.20175244,,0,,
-129.50_24.75,-129.5,24.75,0.026687885,,0,,
-129.50_24.50,-129.5,24.5,-0.12567206,,0,,
-129.50_24.25,-129.5,24.25,0.25492904,,0,,
-129.50_24.00,-129.5,24,-0.049591668,,0,,
-129.25_58.00,-129.25,58,1318.8143,,0,BC,CA
-129.25_57.75,-129.25,57.75,1417.9404,,0,BC,CA
-129.25_57.50,-129.25,57.5,1562.6707,,0,BC,CA
-129.25_57.25,-129.25,57.25,1566.7057,,0,BC,CA
-129.25_57.00,-129.25,57,1452.8097,,0,BC,CA
-129.25_56.75,-129.25,56.75,1302.065,,0,BC,CA
-129.25_56.50,-129.25,56.5,1085.617,,0,BC,CA
-129.25_56.25,-129.25,56.25,944.1605,,0,BC,CA
-129.25_56.00,-129.25,56,866.42804,,0,BC,CA
-129.25_55.75,-129.25,55.75,797.29865,,0,BC,CA
-129.25_55.50,-129.25,55.5,736.2394,,0,BC,CA
-129.25_55.25,-129.25,55.25,844.27313,,0,BC,CA
-129.25_55.00,-129.25,55,920.02606,,0,BC,CA
-129.25_54.75,-129.25,54.75,1038.2618,,0,BC,CA
-129.25_54.50,-129.25,54.5,929.69507,,0,BC,CA
-129.25_54.25,-129.25,54.25,802.70416,,0,BC,CA
-129.25_54.00,-129.25,54,656.8321,,0,BC,CA
-129.25_53.75,-129.25,53.75,478.07004,,0,BC,CA
-129.25_53.50,-129.25,53.5,247.84183,,0,BC,CA
-129.25_53.25,-129.25,53.25,127.85509,,0,BC,CA
-129.25_53.00,-129.25,53,82.25107,,0,,
-129.25_52.75,-129.25,52.75,56.28933,,0,BC,CA
-129.25_52.50,-129.25,52.5,17.689686,,0,,
-129.25_52.25,-129.25,52.25,0.25492904,,0,,
-129.25_52.00,-129.25,52,0.5594498,,0,,
-129.25_51.75,-129.25,51.75,4.0617366,,0,,
-129.25_51.50,-129.25,51.5,-0.20175244,,0,,
-129.25_51.25,-129.25,51.25,2.4628537,,0,,
-129.25_51.00,-129.25,51,4.0617366,,0,,
-129.25_50.75,-129.25,50.75,0.407289,,0,,
-129.25_50.50,-129.25,50.5,3.4526954,,0,,
-129.25_50.25,-129.25,50.25,2.6152136,,0,,
-129.25_50.00,-129.25,50,-0.43019277,,0,,
-129.25_49.75,-129.25,49.75,-1.1915941,,0,,
-129.25_49.50,-129.25,49.5,0.17884865,,0,,
-129.25_49.25,-129.25,49.25,0.7118097,,0,,
-129.25_49.00,-129.25,49,1.7014523,,0,,
-129.25_48.75,-129.25,48.75,0.7878901,,0,,
-129.25_48.50,-129.25,48.5,0.3312086,,0,,
-129.25_48.25,-129.25,48.25,-3.475599,,0,,
-129.25_48.00,-129.25,48,0.94025004,,0,,
-129.25_47.75,-129.25,47.75,0.48336938,,0,,
-129.25_47.50,-129.25,47.5,0.17884865,,0,,
-129.25_47.25,-129.25,47.25,0.026687885,,0,,
-129.25_47.00,-129.25,47,-1.6482756,,0,,
-129.25_46.75,-129.25,46.75,0.86416966,,0,,
-129.25_46.50,-129.25,46.5,-0.20175244,,0,,
-129.25_46.25,-129.25,46.25,-0.58255273,,0,,
-129.25_46.00,-129.25,46,-0.049591668,,0,,
-129.25_45.75,-129.25,45.75,-0.27783284,,0,,
-129.25_45.50,-129.25,45.5,0.17884865,,0,,
-129.25_45.25,-129.25,45.25,0.3312086,,0,,
-129.25_45.00,-129.25,45,-0.7347135,,0,,
-129.25_44.75,-129.25,44.75,-1.5721953,,0,,
-129.25_44.50,-129.25,44.5,0.7118097,,0,,
-129.25_44.25,-129.25,44.25,-0.049591668,,0,,
-129.25_44.00,-129.25,44,0.6357293,,0,,
-129.25_43.75,-129.25,43.75,0.7118097,,0,,
-129.25_43.50,-129.25,43.5,0.10276827,,0,,
-129.25_43.25,-129.25,43.25,0.10276827,,0,,
-129.25_43.00,-129.25,43,0.3312086,,0,,
-129.25_42.75,-129.25,42.75,0.026687885,,0,,
-129.25_42.50,-129.25,42.5,0.5594498,,0,,
-129.25_42.25,-129.25,42.25,0.94025004,,0,,
-129.25_42.00,-129.25,42,1.9298925,,0,,
-129.25_41.75,-129.25,41.75,0.407289,,0,,
-129.25_41.50,-129.25,41.5,1.3208511,,0,,
-129.25_41.25,-129.25,41.25,-0.20175244,,0,,
-129.25_41.00,-129.25,41,0.17884865,,0,,
-129.25_40.75,-129.25,40.75,-0.12567206,,0,,
-129.25_40.50,-129.25,40.5,-0.7347135,,0,,
-129.25_40.25,-129.25,40.25,0.17884865,,0,,
-129.25_40.00,-129.25,40,0.6357293,,0,,
