WhoAmI,Longitude,Latitude,ElevationMeters,ICAO,WMO,Region,Country2
-072.00_46.75,-72,46.75,139.3512,,0,QC,CA
-072.00_46.50,-72,46.5,46.54427,,0,QC,CA
-072.00_46.25,-72,46.25,107.0706,,0,QC,CA
-072.00_46.00,-72,46,167.2924,,0,QC,CA
-072.00_45.75,-72,45.75,213.88606,,0,QC,CA
-072.00_45.50,-72,45.5,235.6604,,0,QC,CA
-072.00_45.25,-72,45.25,291.46637,,0,QC,CA
-072.00_45.00,-72,45,388.99365,,0,VT,US
-072.00_44.75,-72,44.75,437.1101,,0,VT,US
-072.00_44.50,-72,44.5,362.95584,,0,VT,US
-072.00_44.25,-72,44.25,343.8463,,0,NH,US
-072.00_44.00,-72,44,403.91577,,0,NH,US
-072.00_43.75,-72,43.75,368.8182,,0,NH,US
-072.00_43.50,-72,43.5,347.50076,,0,NH,US
-072.00_43.25,-72,43.25,343.69415,,0,NH,US
-072.00_43.00,-72,43,344.45535,,0,NH,US
-072.00_42.75,-72,42.75,313.84973,,0,NH,US
-072.00_42.50,-72,42.5,253.24731,,0,MA,US
-072.00_42.25,-72,42.25,221.72792,,0,MA,US
-072.00_42.00,-72,42,212.43954,,0,CT,US
-072.00_41.75,-72,41.75,151.45653,,0,CT,US
-072.00_41.50,-72,41.5,78.74878,,0,CT,US
-072.00_41.25,-72,41.25,16.852203,,0,,
-072.00_41.00,-72,41,-1.6482756,,0,,
-072.00_40.75,-72,40.75,-0.43019277,,0,,
-072.00_40.50,-72,40.5,0.17884865,,0,,
-072.00_40.25,-72,40.25,0.10276827,,0,,
-072.00_40.00,-72,40,1.473211,,0,,
-072.00_39.75,-72,39.75,-0.50627315,,0,,
-072.00_39.50,-72,39.5,0.7118097,,0,,
-072.00_39.25,-72,39.25,-0.6586331,,0,,
-072.00_39.00,-72,39,-0.049591668,,0,,
-072.00_38.75,-72,38.75,-0.12567206,,0,,
-072.00_38.50,-72,38.5,0.026687885,,0,,
-072.00_38.25,-72,38.25,0.3312086,,0,,
-072.00_38.00,-72,38,0.25492904,,0,,
-072.00_37.75,-72,37.75,0.86416966,,0,,
-072.00_37.50,-72,37.5,-0.27783284,,0,,
-072.00_37.25,-72,37.25,-0.049591668,,0,,
-072.00_37.00,-72,37,-1.1153146,,0,,
-072.00_36.75,-72,36.75,0.7118097,,0,,
-072.00_36.50,-72,36.5,0.25492904,,0,,
-072.00_36.25,-72,36.25,0.25492904,,0,,
-072.00_36.00,-72,36,-0.20175244,,0,,
-072.00_35.75,-72,35.75,-1.1153146,,0,,
-072.00_35.50,-72,35.5,0.407289,,0,,
-072.00_35.25,-72,35.25,-0.8107939,,0,,
-072.00_35.00,-72,35,0.17884865,,0,,
-072.00_34.75,-72,34.75,-0.27783284,,0,,
-072.00_34.50,-72,34.5,0.7118097,,0,,
-072.00_34.25,-72,34.25,-0.049591668,,0,,
-072.00_34.00,-72,34,0.026687885,,0,,
-072.00_33.75,-72,33.75,0.17884865,,0,,
-072.00_33.50,-72,33.5,-0.50627315,,0,,
-072.00_33.25,-72,33.25,0.25492904,,0,,
-072.00_33.00,-72,33,-0.3541124,,0,,
-072.00_32.75,-72,32.75,-0.7347135,,0,,
-072.00_32.50,-72,32.5,-0.50627315,,0,,
-072.00_32.25,-72,32.25,-0.20175244,,0,,
-072.00_32.00,-72,32,-0.43019277,,0,,
-072.00_31.75,-72,31.75,0.25492904,,0,,
-072.00_31.50,-72,31.5,0.5594498,,0,,
-072.00_31.25,-72,31.25,0.026687885,,0,,
-072.00_31.00,-72,31,0.10276827,,0,,
-072.00_30.75,-72,30.75,-0.12567206,,0,,
-072.00_30.50,-72,30.5,-0.43019277,,0,,
-072.00_30.25,-72,30.25,0.17884865,,0,,
-072.00_30.00,-72,30,-0.20175244,,0,,
-072.00_29.75,-72,29.75,0.25492904,,0,,
-072.00_29.50,-72,29.5,0.026687885,,0,,
-072.00_29.25,-72,29.25,-0.27783284,,0,,
-072.00_29.00,-72,29,-0.049591668,,0,,
-072.00_28.75,-72,28.75,-0.3541124,,0,,
-072.00_28.50,-72,28.5,0.17884865,,0,,
-072.00_28.25,-72,28.25,-0.43019277,,0,,
-072.00_28.00,-72,28,0.026687885,,0,,
-072.00_27.75,-72,27.75,0.17884865,,0,,
-072.00_27.50,-72,27.5,0.25492904,,0,,
-072.00_27.25,-72,27.25,-0.58255273,,0,,
-072.00_27.00,-72,27,-0.049591668,,0,,
-072.00_26.75,-72,26.75,0.7878901,,0,,
-072.00_26.50,-72,26.5,-0.58255273,,0,,
-072.00_26.25,-72,26.25,1.3208511,,0,,
-072.00_26.00,-72,26,-0.7347135,,0,,
-072.00_25.75,-72,25.75,-0.049591668,,0,,
-072.00_25.50,-72,25.5,-0.50627315,,0,,
-072.00_25.25,-72,25.25,-0.8107939,,0,,
-072.00_25.00,-72,25,-0.58255273,,0,,
-072.00_24.75,-72,24.75,-0.43019277,,0,,
-072.00_24.50,-72,24.5,-0.58255273,,0,,
-072.00_24.25,-72,24.25,-0.43019277,,0,,
-072.00_24.00,-72,24,-0.27783284,,0,,
-071.75_58.00,-71.75,58,277.68625,,0,QC,CA
-071.75_57.75,-71.75,57.75,318.79834,,0,QC,CA
-071.75_57.50,-71.75,57.5,329.53323,,0,QC,CA
-071.75_57.25,-71.75,57.25,301.59222,,0,QC,CA
-071.75_57.00,-71.75,57,310.95667,,0,QC,CA
-071.75_56.75,-71.75,56.75,353.66766,,0,QC,CA
-071.75_56.50,-71.75,56.5,379.2486,,0,QC,CA
-071.75_56.25,-71.75,56.25,398.96716,,0,QC,CA
-071.75_56.00,-71.75,56,405.43857,,0,QC,CA
-071.75_55.75,-71.75,55.75,412.06213,,0,QC,CA
-071.75_55.50,-71.75,55.5,435.1306,,0,QC,CA
-071.75_55.25,-71.75,55.25,404.29657,,0,QC,CA
-071.75_55.00,-71.75,55,430.02966,,0,QC,CA
-071.75_54.75,-71.75,54.75,445.2565,,0,QC,CA
-071.75_54.50,-71.75,54.5,444.11447,,0,QC,CA
-071.75_54.25,-71.75,54.25,453.47894,,0,QC,CA
-071.75_54.00,-71.75,54,472.28394,,0,QC,CA
-071.75_53.75,-71.75,53.75,481.5721,,0,QC,CA
-071.75_53.50,-71.75,53.5,489.64243,,0,QC,CA
-071.75_53.25,-71.75,53.25,510.27454,,0,QC,CA
-071.75_53.00,-71.75,53,554.73676,,0,QC,CA
-071.75_52.75,-71.75,52.75,522.30383,,0,QC,CA
-071.75_52.50,-71.75,52.5,519.02997,,0,QC,CA
-071.75_52.25,-71.75,52.25,605.5178,,0,QC,CA
-071.75_52.00,-71.75,52,663.9886,,0,QC,CA
-071.75_51.75,-71.75,51.75,606.4314,,0,QC,CA
-071.75_51.50,-71.75,51.5,551.6153,,0,QC,CA
-071.75_51.25,-71.75,51.25,576.587,,0,QC,CA
-071.75_51.00,-71.75,51,574.1508,,0,QC,CA
-071.75_50.75,-71.75,50.75,545.7529,,0,QC,CA
-071.75_50.50,-71.75,50.5,558.61945,,0,QC,CA
-071.75_50.25,-71.75,50.25,559.00024,,0,QC,CA
-071.75_50.00,-71.75,50,513.8529,,0,QC,CA
-071.75_49.75,-71.75,49.75,441.60205,,0,QC,CA
-071.75_49.50,-71.75,49.5,375.97473,,0,QC,CA
-071.75_49.25,-71.75,49.25,338.59317,,0,QC,CA
-071.75_49.00,-71.75,49,264.51498,,0,QC,CA
-071.75_48.75,-71.75,48.75,149.02017,,0,QC,CA
-071.75_48.50,-71.75,48.5,151.45653,,0,QC,CA
-071.75_48.25,-71.75,48.25,352.22113,,0,QC,CA
-071.75_48.00,-71.75,48,506.46793,,0,QC,CA
-071.75_47.75,-71.75,47.75,603.99524,,0,QC,CA
-071.75_47.50,-71.75,47.5,631.4794,,0,QC,CA
-071.75_47.25,-71.75,47.25,555.04126,,0,QC,CA
-071.75_47.00,-71.75,47,392.11514,,0,QC,CA
-071.75_46.75,-71.75,46.75,138.5137,,0,QC,CA
-071.75_46.50,-71.75,46.5,84.99175,,0,QC,CA
-071.75_46.25,-71.75,46.25,206.34894,,0,QC,CA
-071.75_46.00,-71.75,46,269.8444,,0,QC,CA
-071.75_45.75,-71.75,45.75,288.72546,,0,QC,CA
-071.75_45.50,-71.75,45.5,277.9145,,0,QC,CA
-071.75_45.25,-71.75,45.25,341.6384,,0,QC,CA
-071.75_45.00,-71.75,45,442.74405,,0,VT,US
-071.75_44.75,-71.75,44.75,470.07602,,0,VT,US
-071.75_44.50,-71.75,44.5,436.95795,,0,VT,US
-071.75_44.25,-71.75,44.25,509.97003,,0,NH,US
-071.75_44.00,-71.75,44,501.67148,,0,NH,US
-071.75_43.75,-71.75,43.75,334.02518,,0,NH,US
-071.75_43.50,-71.75,43.5,292.7607,,0,NH,US
-071.75_43.25,-71.75,43.25,243.95894,,0,NH,US
-071.75_43.00,-71.75,43,236.19336,,0,NH,US
-071.75_42.75,-71.75,42.75,217.54051,,0,NH,US
-071.75_42.50,-71.75,42.5,202.38997,,0,MA,US
-071.75_42.25,-71.75,42.25,182.06236,,0,MA,US
-071.75_42.00,-71.75,42,150.39061,,0,RI,US
-071.75_41.75,-71.75,41.75,112.55217,,0,RI,US
-071.75_41.50,-71.75,41.5,64.35963,,0,RI,US
-071.75_41.25,-71.75,41.25,13.197757,,0,,
-071.75_41.00,-71.75,41,-0.12567206,,0,,
-071.75_40.75,-71.75,40.75,0.5594498,,0,,
-071.75_40.50,-71.75,40.5,0.17884865,,0,,
-071.75_40.25,-71.75,40.25,-0.27783284,,0,,
-071.75_40.00,-71.75,40,0.10276827,,0,,
-071.75_39.75,-71.75,39.75,-0.96315384,,0,,
-071.75_39.50,-71.75,39.5,0.3312086,,0,,
-071.75_39.25,-71.75,39.25,-0.12567206,,0,,
-071.75_39.00,-71.75,39,0.3312086,,0,,
-071.75_38.75,-71.75,38.75,0.026687885,,0,,
-071.75_38.50,-71.75,38.5,-0.27783284,,0,,
-071.75_38.25,-71.75,38.25,-0.27783284,,0,,
-071.75_38.00,-71.75,38,-0.27783284,,0,,
-071.75_37.75,-71.75,37.75,0.17884865,,0,,
-071.75_37.50,-71.75,37.5,-0.3541124,,0,,
-071.75_37.25,-71.75,37.25,0.407289,,0,,
-071.75_37.00,-71.75,37,-0.049591668,,0,,
-071.75_36.75,-71.75,36.75,0.7118097,,0,,
-071.75_36.50,-71.75,36.5,-0.7347135,,0,,
-071.75_36.25,-71.75,36.25,-0.43019277,,0,,
-071.75_36.00,-71.75,36,0.6357293,,0,,
-071.75_35.75,-71.75,35.75,0.17884865,,0,,
-071.75_35.50,-71.75,35.5,0.7118097,,0,,
-071.75_35.25,-71.75,35.25,-0.8107939,,0,,
-071.75_35.00,-71.75,35,0.5594498,,0,,
-071.75_34.75,-71.75,34.75,-0.20175244,,0,,
-071.75_34.50,-71.75,34.5,0.026687885,,0,,
-071.75_34.25,-71.75,34.25,0.25492904,,0,,
-071.75_34.00,-71.75,34,0.17884865,,0,,
-071.75_33.75,-71.75,33.75,0.25492904,,0,,
-071.75_33.50,-71.75,33.5,0.17884865,,0,,
-071.75_33.25,-71.75,33.25,0.17884865,,0,,
-071.75_33.00,-71.75,33,0.026687885,,0,,
-071.75_32.75,-71.75,32.75,0.026687885,,0,,
-071.75_32.50,-71.75,32.5,0.5594498,,0,,
-071.75_32.25,-71.75,32.25,0.48336938,,0,,
-071.75_32.00,-71.75,32,-0.049591668,,0,,
-071.75_31.75,-71.75,31.75,-0.049591668,,0,,
-071.75_31.50,-71.75,31.5,-0.20175244,,0,,
-071.75_31.25,-71.75,31.25,-0.27783284,,0,,
-071.75_31.00,-71.75,31,0.17884865,,0,,
-071.75_30.75,-71.75,30.75,0.026687885,,0,,
-071.75_30.50,-71.75,30.5,0.17884865,,0,,
-071.75_30.25,-71.75,30.25,0.10276827,,0,,
-071.75_30.00,-71.75,30,-0.20175244,,0,,
-071.75_29.75,-71.75,29.75,-0.049591668,,0,,
-071.75_29.50,-71.75,29.5,-0.20175244,,0,,
-071.75_29.25,-71.75,29.25,-0.12567206,,0,,
-071.75_29.00,-71.75,29,0.17884865,,0,,
-071.75_28.75,-71.75,28.75,-0.3541124,,0,,
-071.75_28.50,-71.75,28.5,0.5594498,,0,,
-071.75_28.25,-71.75,28.25,-0.6586331,,0,,
-071.75_28.00,-71.75,28,0.407289,,0,,
-071.75_27.75,-71.75,27.75,-0.3541124,,0,,
-071.75_27.50,-71.75,27.5,0.3312086,,0,,
-071.75_27.25,-71.75,27.25,-0.20175244,,0,,
-071.75_27.00,-71.75,27,-0.3541124,,0,,
-071.75_26.75,-71.75,26.75,0.026687885,,0,,
-071.75_26.50,-71.75,26.5,-0.6586331,,0,,
-071.75_26.25,-71.75,26.25,-0.12567206,,0,,
-071.75_26.00,-71.75,26,-0.049591668,,0,,
-071.75_25.75,-71.75,25.75,0.17884865,,0,,
-071.75_25.50,-71.75,25.5,0.25492904,,0,,
-071.75_25.25,-71.75,25.25,0.6357293,,0,,
-071.75_25.00,-71.75,25,0.407289,,0,,
-071.75_24.75,-71.75,24.75,0.48336938,,0,,
-071.75_24.50,-71.75,24.5,0.6357293,,0,,
-071.75_24.25,-71.75,24.25,-0.20175244,,0,,
-071.75_24.00,-71.75,24,0.94025004,,0,,
-071.50_58.00,-71.5,58,284.91885,,0,QC,CA
-071.50_57.75,-71.5,57.75,323.5187,,0,QC,CA
-071.50_57.50,-71.5,57.5,321.46313,,0,QC,CA
-071.50_57.25,-71.5,57.25,288.49722,,0,QC,CA
-071.50_57.00,-71.5,57,303.41934,,0,QC,CA
-071.50_56.75,-71.5,56.75,345.21677,,0,QC,CA
-071.50_56.50,-71.5,56.5,381.22806,,0,QC,CA
-071.50_56.25,-71.5,56.25,403.7636,,0,QC,CA
-071.50_56.00,-71.5,56,419.904,,0,QC,CA
-071.50_55.75,-71.5,55.75,421.65503,,0,QC,CA
-071.50_55.50,-71.5,55.5,433.37958,,0,QC,CA
-071.50_55.25,-71.5,55.25,415.33597,,0,QC,CA
-071.50_55.00,-71.5,55,439.85098,,0,QC,CA
-071.50_54.75,-71.5,54.75,453.93564,,0,QC,CA
-071.50_54.50,-71.5,54.5,454.08798,,0,QC,CA
-071.50_54.25,-71.5,54.25,475.63388,,0,QC,CA
-071.50_54.00,-71.5,54,492.68762,,0,QC,CA
-071.50_53.75,-71.5,53.75,492.99234,,0,QC,CA
-071.50_53.50,-71.5,53.5,500.9101,,0,QC,CA
-071.50_53.25,-71.5,53.25,521.3901,,0,QC,CA
-071.50_53.00,-71.5,53,570.4203,,0,QC,CA
-071.50_52.75,-71.5,52.75,537.9873,,0,QC,CA
-071.50_52.50,-71.5,52.5,549.10284,,0,QC,CA
-071.50_52.25,-71.5,52.25,635.81915,,0,QC,CA
-071.50_52.00,-71.5,52,667.1101,,0,QC,CA
-071.50_51.75,-71.5,51.75,615.4153,,0,QC,CA
-071.50_51.50,-71.5,51.5,561.36035,,0,QC,CA
-071.50_51.25,-71.5,51.25,560.675,,0,QC,CA
-071.50_51.00,-71.5,51,547.42786,,0,QC,CA
-071.50_50.75,-71.5,50.75,532.96246,,0,QC,CA
-071.50_50.50,-71.5,50.5,562.5784,,0,QC,CA
-071.50_50.25,-71.5,50.25,560.1423,,0,QC,CA
-071.50_50.00,-71.5,50,493.52512,,0,QC,CA
-071.50_49.75,-71.5,49.75,421.12207,,0,QC,CA
-071.50_49.50,-71.5,49.5,407.72256,,0,QC,CA
-071.50_49.25,-71.5,49.25,372.16812,,0,QC,CA
-071.50_49.00,-71.5,49,323.1379,,0,QC,CA
-071.50_48.75,-71.5,48.75,211.98286,,0,QC,CA
-071.50_48.50,-71.5,48.5,143.99548,,0,QC,CA
-071.50_48.25,-71.5,48.25,354.12433,,0,QC,CA
-071.50_48.00,-71.5,48,609.8574,,0,QC,CA
-071.50_47.75,-71.5,47.75,707.91766,,0,QC,CA
-071.50_47.50,-71.5,47.5,737.07684,,0,QC,CA
-071.50_47.25,-71.5,47.25,661.24774,,0,QC,CA
-071.50_47.00,-71.5,47,377.42126,,0,QC,CA
-071.50_46.75,-71.5,46.75,132.8037,,0,QC,CA
-071.50_46.50,-71.5,46.5,130.59596,,0,QC,CA
-071.50_46.25,-71.5,46.25,289.48688,,0,QC,CA
-071.50_46.00,-71.5,46,345.59735,,0,QC,CA
-071.50_45.75,-71.5,45.75,342.24762,,0,QC,CA
-071.50_45.50,-71.5,45.5,331.6649,,0,QC,CA
-071.50_45.25,-71.5,45.25,429.1161,,0,QC,CA
-071.50_45.00,-71.5,45,530.60236,,0,NH,US
-071.50_44.75,-71.5,44.75,524.1309,,0,NH,US
-071.50_44.50,-71.5,44.5,496.49445,,0,NH,US
-071.50_44.25,-71.5,44.25,607.26886,,0,NH,US
-071.50_44.00,-71.5,44,512.787,,0,NH,US
-071.50_43.75,-71.5,43.75,317.19965,,0,NH,US
-071.50_43.50,-71.5,43.5,250.43034,,0,NH,US
-071.50_43.25,-71.5,43.25,201.47641,,0,NH,US
-071.50_43.00,-71.5,43,143.99548,,0,NH,US
-071.50_42.75,-71.5,42.75,111.41017,,0,NH,US
-071.50_42.50,-71.5,42.5,88.57012,,0,MA,US
-071.50_42.25,-71.5,42.25,90.1688,,0,MA,US
-071.50_42.00,-71.5,42,100.59918,,0,RI,US
-071.50_41.75,-71.5,41.75,75.24669,,0,RI,US
-071.50_41.50,-71.5,41.5,35.428764,,0,RI,US
-071.50_41.25,-71.5,41.25,13.502277,,0,,
-071.50_41.00,-71.5,41,0.17884865,,0,,
-071.50_40.75,-71.5,40.75,0.10276827,,0,,
-071.50_40.50,-71.5,40.5,-0.3541124,,0,,
-071.50_40.25,-71.5,40.25,-0.3541124,,0,,
-071.50_40.00,-71.5,40,0.17884865,,0,,
-071.50_39.75,-71.5,39.75,-0.27783284,,0,,
-071.50_39.50,-71.5,39.5,0.25492904,,0,,
-071.50_39.25,-71.5,39.25,-0.20175244,,0,,
-071.50_39.00,-71.5,39,0.17884865,,0,,
-071.50_38.75,-71.5,38.75,0.026687885,,0,,
-071.50_38.50,-71.5,38.5,-0.12567206,,0,,
-071.50_38.25,-71.5,38.25,0.10276827,,0,,
-071.50_38.00,-71.5,38,-0.27783284,,0,,
-071.50_37.75,-71.5,37.75,0.026687885,,0,,
-071.50_37.50,-71.5,37.5,-0.3541124,,0,,
-071.50_37.25,-71.5,37.25,0.48336938,,0,,
-071.50_37.00,-71.5,37,-0.20175244,,0,,
-071.50_36.75,-71.5,36.75,0.10276827,,0,,
-071.50_36.50,-71.5,36.5,-0.8870734,,0,,
-071.50_36.25,-71.5,36.25,-1.0392342,,0,,
-071.50_36.00,-71.5,36,-0.049591668,,0,,
-071.50_35.75,-71.5,35.75,-0.3541124,,0,,
-071.50_35.50,-71.5,35.5,-0.049591668,,0,,
-071.50_35.25,-71.5,35.25,-0.3541124,,0,,
-071.50_35.00,-71.5,35,0.3312086,,0,,
-071.50_34.75,-71.5,34.75,-0.27783284,,0,,
-071.50_34.50,-71.5,34.5,-0.12567206,,0,,
-071.50_34.25,-71.5,34.25,0.026687885,,0,,
-071.50_34.00,-71.5,34,-0.27783284,,0,,
-071.50_33.75,-71.5,33.75,-0.27783284,,0,,
-071.50_33.50,-71.5,33.5,-0.049591668,,0,,
-071.50_33.25,-71.5,33.25,-0.27783284,,0,,
-071.50_33.00,-71.5,33,0.026687885,,0,,
-071.50_32.75,-71.5,32.75,0.17884865,,0,,
-071.50_32.50,-71.5,32.5,-0.12567206,,0,,
-071.50_32.25,-71.5,32.25,-0.20175244,,0,,
-071.50_32.00,-71.5,32,-0.27783284,,0,,
-071.50_31.75,-71.5,31.75,0.10276827,,0,,
-071.50_31.50,-71.5,31.5,-0.049591668,,0,,
-071.50_31.25,-71.5,31.25,-0.12567206,,0,,
-071.50_31.00,-71.5,31,-0.049591668,,0,,
-071.50_30.75,-71.5,30.75,-0.20175244,,0,,
-071.50_30.50,-71.5,30.5,0.17884865,,0,,
-071.50_30.25,-71.5,30.25,-0.3541124,,0,,
-071.50_30.00,-71.5,30,0.026687885,,0,,
-071.50_29.75,-71.5,29.75,0.10276827,,0,,
-071.50_29.50,-71.5,29.5,0.026687885,,0,,
-071.50_29.25,-71.5,29.25,0.10276827,,0,,
-071.50_29.00,-71.5,29,0.25492904,,0,,
-071.50_28.75,-71.5,28.75,-0.27783284,,0,,
-071.50_28.50,-71.5,28.5,0.48336938,,0,,
-071.50_28.25,-71.5,28.25,-0.43019277,,0,,
-071.50_28.00,-71.5,28,0.6357293,,0,,
-071.50_27.75,-71.5,27.75,-0.58255273,,0,,
-071.50_27.50,-71.5,27.5,-0.049591668,,0,,
-071.50_27.25,-71.5,27.25,0.6357293,,0,,
-071.50_27.00,-71.5,27,0.48336938,,0,,
-071.50_26.75,-71.5,26.75,0.17884865,,0,,
-071.50_26.50,-71.5,26.5,0.6357293,,0,,
-071.50_26.25,-71.5,26.25,-0.27783284,,0,,
-071.50_26.00,-71.5,26,-0.049591668,,0,,
-071.50_25.75,-71.5,25.75,0.026687885,,0,,
-071.50_25.50,-71.5,25.5,-0.6586331,,0,,
-071.50_25.25,-71.5,25.25,-0.049591668,,0,,
-071.50_25.00,-71.5,25,-0.50627315,,0,,
-071.50_24.75,-71.5,24.75,-0.43019277,,0,,
-071.50_24.50,-71.5,24.5,0.3312086,,0,,
-071.50_24.25,-71.5,24.25,-0.049591668,,0,,
-071.50_24.00,-71.5,24,0.17884865,,0,,
-071.25_58.00,-71.25,58,294.7402,,0,QC,CA
-071.25_57.75,-71.25,57.75,321.3108,,0,QC,CA
-071.25_57.50,-71.25,57.5,308.5964,,0,QC,CA
-071.25_57.25,-71.25,57.25,285.9087,,0,QC,CA
-071.25_57.00,-71.25,57,312.47928,,0,QC,CA
-071.25_56.75,-71.25,56.75,336.30917,,0,QC,CA
-071.25_56.50,-71.25,56.5,368.66583,,0,QC,CA
-071.25_56.25,-71.25,56.25,385.87216,,0,QC,CA
-071.25_56.00,-71.25,56,409.01672,,0,QC,CA
-071.25_55.75,-71.25,55.75,419.0665,,0,QC,CA
-071.25_55.50,-71.25,55.5,448.83466,,0,QC,CA
-071.25_55.25,-71.25,55.25,430.10574,,0,QC,CA
-071.25_55.00,-71.25,55,448.6825,,0,QC,CA
-071.25_54.75,-71.25,54.75,462.99557,,0,QC,CA
-071.25_54.50,-71.25,54.5,480.1256,,0,QC,CA
-071.25_54.25,-71.25,54.25,505.8589,,0,QC,CA
-071.25_54.00,-71.25,54,525.88196,,0,QC,CA
-071.25_53.75,-71.25,53.75,509.43707,,0,QC,CA
-071.25_53.50,-71.25,53.5,514.1574,,0,QC,CA
-071.25_53.25,-71.25,53.25,527.10004,,0,QC,CA
-071.25_53.00,-71.25,53,554.73676,,0,QC,CA
-071.25_52.75,-71.25,52.75,545.0678,,0,QC,CA
-071.25_52.50,-71.25,52.5,601.7873,,0,QC,CA
-071.25_52.25,-71.25,52.25,678.2256,,0,QC,CA
-071.25_52.00,-71.25,52,688.73206,,0,QC,CA
-071.25_51.75,-71.25,51.75,620.2878,,0,QC,CA
-071.25_51.50,-71.25,51.5,560.5228,,0,QC,CA
-071.25_51.25,-71.25,51.25,538.5964,,0,QC,CA
-071.25_51.00,-71.25,51,512.787,,0,QC,CA
-071.25_50.75,-71.25,50.75,521.0855,,0,QC,CA
-071.25_50.50,-71.25,50.5,549.1789,,0,QC,CA
-071.25_50.25,-71.25,50.25,528.31836,,0,QC,CA
-071.25_50.00,-71.25,50,460.25467,,0,QC,CA
-071.25_49.75,-71.25,49.75,406.88507,,0,QC,CA
-071.25_49.50,-71.25,49.5,399.1956,,0,QC,CA
-071.25_49.25,-71.25,49.25,411.22464,,0,QC,CA
-071.25_49.00,-71.25,49,396.9116,,0,QC,CA
-071.25_48.75,-71.25,48.75,321.46313,,0,QC,CA
-071.25_48.50,-71.25,48.5,140.1126,,0,QC,CA
-071.25_48.25,-71.25,48.25,332.27414,,0,QC,CA
-071.25_48.00,-71.25,48,665.4351,,0,QC,CA
-071.25_47.75,-71.25,47.75,821.433,,0,QC,CA
-071.25_47.50,-71.25,47.5,856.07385,,0,QC,CA
-071.25_47.25,-71.25,47.25,722.53534,,0,QC,CA
-071.25_47.00,-71.25,47,360.13907,,0,QC,CA
-071.25_46.75,-71.25,46.75,89.86428,,0,QC,CA
-071.25_46.50,-71.25,46.5,173.68755,,0,QC,CA
-071.25_46.25,-71.25,46.25,347.3486,,0,QC,CA
-071.25_46.00,-71.25,46,375.59415,,0,QC,CA
-071.25_45.75,-71.25,45.75,385.87216,,0,QC,CA
-071.25_45.50,-71.25,45.5,443.5815,,0,QC,CA
-071.25_45.25,-71.25,45.25,542.55536,,0,NH,US
-071.25_45.00,-71.25,45,590.5195,,0,NH,US
-071.25_44.75,-71.25,44.75,557.02075,,0,NH,US
-071.25_44.50,-71.25,44.5,565.16693,,0,NH,US
-071.25_44.25,-71.25,44.25,662.4658,,0,NH,US
-071.25_44.00,-71.25,44,457.05713,,0,NH,US
-071.25_43.75,-71.25,43.75,256.21643,,0,NH,US
-071.25_43.50,-71.25,43.5,215.48495,,0,NH,US
-071.25_43.25,-71.25,43.25,162.7244,,0,NH,US
-071.25_43.00,-71.25,43,98.01066,,0,NH,US
-071.25_42.75,-71.25,42.75,62.760742,,0,NH,US
-071.25_42.50,-71.25,42.5,53.929245,,0,MA,US
-071.25_42.25,-71.25,42.25,53.777084,,0,MA,US
-071.25_42.00,-71.25,42,58.649616,,0,MA,US
-071.25_41.75,-71.25,41.75,38.70261,,0,MA,US
-071.25_41.50,-71.25,41.5,12.588716,,0,RI,US
-071.25_41.25,-71.25,41.25,1.3208511,,0,,
-071.25_41.00,-71.25,41,-0.6586331,,0,,
-071.25_40.75,-71.25,40.75,-0.8107939,,0,,
-071.25_40.50,-71.25,40.5,-0.27783284,,0,,
-071.25_40.25,-71.25,40.25,0.407289,,0,,
-071.25_40.00,-71.25,40,1.0163304,,0,,
-071.25_39.75,-71.25,39.75,-0.12567206,,0,,
-071.25_39.50,-71.25,39.5,0.3312086,,0,,
-071.25_39.25,-71.25,39.25,-0.20175244,,0,,
-071.25_39.00,-71.25,39,0.026687885,,0,,
-071.25_38.75,-71.25,38.75,-0.12567206,,0,,
-071.25_38.50,-71.25,38.5,-0.12567206,,0,,
-071.25_38.25,-71.25,38.25,0.25492904,,0,,
-071.25_38.00,-71.25,38,0.026687885,,0,,
-071.25_37.75,-71.25,37.75,0.25492904,,0,,
-071.25_37.50,-71.25,37.5,-0.20175244,,0,,
-071.25_37.25,-71.25,37.25,0.25492904,,0,,
-071.25_37.00,-71.25,37,-0.20175244,,0,,
-071.25_36.75,-71.25,36.75,0.026687885,,0,,
-071.25_36.50,-71.25,36.5,0.407289,,0,,
-071.25_36.25,-71.25,36.25,0.17884865,,0,,
-071.25_36.00,-71.25,36,0.10276827,,0,,
-071.25_35.75,-71.25,35.75,-0.12567206,,0,,
-071.25_35.50,-71.25,35.5,-0.27783284,,0,,
-071.25_35.25,-71.25,35.25,0.3312086,,0,,
-071.25_35.00,-71.25,35,-0.20175244,,0,,
-071.25_34.75,-71.25,34.75,0.026687885,,0,,
-071.25_34.50,-71.25,34.5,0.3312086,,0,,
-071.25_34.25,-71.25,34.25,0.17884865,,0,,
-071.25_34.00,-71.25,34,-0.27783284,,0,,
-071.25_33.75,-71.25,33.75,-0.3541124,,0,,
-071.25_33.50,-71.25,33.5,-0.049591668,,0,,
-071.25_33.25,-71.25,33.25,-0.3541124,,0,,
-071.25_33.00,-71.25,33,0.10276827,,0,,
-071.25_32.75,-71.25,32.75,-0.049591668,,0,,
-071.25_32.50,-71.25,32.5,-0.12567206,,0,,
-071.25_32.25,-71.25,32.25,-0.20175244,,0,,
-071.25_32.00,-71.25,32,-0.3541124,,0,,
